name	description	page
1126	dlabrax_homolog_chromosome	European seabass chromosome/scaffold name	homologs
1127	dlabrax_homolog_chrom_start	European seabass chromosome/scaffold start (bp)	homologs
1128	dlabrax_homolog_chrom_end	European seabass chromosome/scaffold end (bp)	homologs
1129	dlabrax_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1130	dlabrax_homolog_subtype	Last common ancestor with European seabass	homologs
1131	dlabrax_homolog_orthology_type	European seabass homology type	homologs
1132	dlabrax_homolog_perc_id	%id. target European seabass gene identical to query gene	homologs
1133	dlabrax_homolog_perc_id_r1	%id. query gene identical to target European seabass gene	homologs
1134	dlabrax_homolog_goc_score	European seabass Gene-order conservation score	homologs
1135	dlabrax_homolog_orthology_confidence	European seabass orthology confidence [0 low, 1 high]	homologs
1136	mpfuro_homolog_ensembl_gene	Ferret gene stable ID	homologs
1137	mpfuro_homolog_associated_gene_name	Ferret gene name	homologs
1138	mpfuro_homolog_ensembl_peptide	Ferret protein or transcript stable ID	homologs
1139	mpfuro_homolog_chromosome	Ferret chromosome/scaffold name	homologs
1140	mpfuro_homolog_chrom_start	Ferret chromosome/scaffold start (bp)	homologs
1141	mpfuro_homolog_chrom_end	Ferret chromosome/scaffold end (bp)	homologs
1142	mpfuro_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1143	mpfuro_homolog_subtype	Last common ancestor with Ferret	homologs
1144	mpfuro_homolog_orthology_type	Ferret homology type	homologs
1145	mpfuro_homolog_perc_id	%id. target Ferret gene identical to query gene	homologs
1146	mpfuro_homolog_perc_id_r1	%id. query gene identical to target Ferret gene	homologs
1147	mpfuro_homolog_goc_score	Ferret Gene-order conservation score	homologs
1148	mpfuro_homolog_orthology_confidence	Ferret orthology confidence [0 low, 1 high]	homologs
1149	falbicollis_homolog_ensembl_gene	Flycatcher gene stable ID	homologs
1150	falbicollis_homolog_associated_gene_name	Flycatcher gene name	homologs
1151	falbicollis_homolog_ensembl_peptide	Flycatcher protein or transcript stable ID	homologs
1152	falbicollis_homolog_chromosome	Flycatcher chromosome/scaffold name	homologs
1153	falbicollis_homolog_chrom_start	Flycatcher chromosome/scaffold start (bp)	homologs
1154	falbicollis_homolog_chrom_end	Flycatcher chromosome/scaffold end (bp)	homologs
1155	falbicollis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1156	falbicollis_homolog_subtype	Last common ancestor with Flycatcher	homologs
1157	falbicollis_homolog_orthology_type	Flycatcher homology type	homologs
1158	falbicollis_homolog_perc_id	%id. target Flycatcher gene identical to query gene	homologs
1159	falbicollis_homolog_perc_id_r1	%id. query gene identical to target Flycatcher gene	homologs
1160	falbicollis_homolog_goc_score	Flycatcher Gene-order conservation score	homologs
1161	falbicollis_homolog_orthology_confidence	Flycatcher orthology confidence [0 low, 1 high]	homologs
1162	trubripes_homolog_ensembl_gene	Fugu gene stable ID	homologs
1163	trubripes_homolog_associated_gene_name	Fugu gene name	homologs
1164	trubripes_homolog_ensembl_peptide	Fugu protein or transcript stable ID	homologs
1165	trubripes_homolog_chromosome	Fugu chromosome/scaffold name	homologs
1166	trubripes_homolog_chrom_start	Fugu chromosome/scaffold start (bp)	homologs
1167	trubripes_homolog_chrom_end	Fugu chromosome/scaffold end (bp)	homologs
1168	trubripes_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1169	trubripes_homolog_subtype	Last common ancestor with Fugu	homologs
1170	trubripes_homolog_orthology_type	Fugu homology type	homologs
1171	trubripes_homolog_perc_id	%id. target Fugu gene identical to query gene	homologs
1172	trubripes_homolog_perc_id_r1	%id. query gene identical to target Fugu gene	homologs
1173	trubripes_homolog_goc_score	Fugu Gene-order conservation score	homologs
1174	trubripes_homolog_orthology_confidence	Fugu orthology confidence [0 low, 1 high]	homologs
1175	amelanoleuca_homolog_ensembl_gene	Giant panda gene stable ID	homologs
1176	amelanoleuca_homolog_associated_gene_name	Giant panda gene name	homologs
1177	amelanoleuca_homolog_ensembl_peptide	Giant panda protein or transcript stable ID	homologs
1178	amelanoleuca_homolog_chromosome	Giant panda chromosome/scaffold name	homologs
1179	amelanoleuca_homolog_chrom_start	Giant panda chromosome/scaffold start (bp)	homologs
1180	amelanoleuca_homolog_chrom_end	Giant panda chromosome/scaffold end (bp)	homologs
1181	amelanoleuca_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1182	amelanoleuca_homolog_subtype	Last common ancestor with Giant panda	homologs
1183	amelanoleuca_homolog_orthology_type	Giant panda homology type	homologs
1184	amelanoleuca_homolog_perc_id	%id. target Giant panda gene identical to query gene	homologs
1185	amelanoleuca_homolog_perc_id_r1	%id. query gene identical to target Giant panda gene	homologs
1186	amelanoleuca_homolog_goc_score	Giant panda Gene-order conservation score	homologs
1187	amelanoleuca_homolog_orthology_confidence	Giant panda orthology confidence [0 low, 1 high]	homologs
1188	nleucogenys_homolog_ensembl_gene	Gibbon gene stable ID	homologs
1189	nleucogenys_homolog_associated_gene_name	Gibbon gene name	homologs
1190	nleucogenys_homolog_ensembl_peptide	Gibbon protein or transcript stable ID	homologs
1191	nleucogenys_homolog_chromosome	Gibbon chromosome/scaffold name	homologs
1192	nleucogenys_homolog_chrom_start	Gibbon chromosome/scaffold start (bp)	homologs
1193	nleucogenys_homolog_chrom_end	Gibbon chromosome/scaffold end (bp)	homologs
1194	nleucogenys_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1195	nleucogenys_homolog_subtype	Last common ancestor with Gibbon	homologs
1196	nleucogenys_homolog_orthology_type	Gibbon homology type	homologs
1197	nleucogenys_homolog_perc_id	%id. target Gibbon gene identical to query gene	homologs
1198	nleucogenys_homolog_perc_id_r1	%id. query gene identical to target Gibbon gene	homologs
1199	nleucogenys_homolog_goc_score	Gibbon Gene-order conservation score	homologs
1200	nleucogenys_homolog_wga_coverage	Gibbon Whole-genome alignment coverage	homologs
1201	nleucogenys_homolog_orthology_confidence	Gibbon orthology confidence [0 low, 1 high]	homologs
1202	saurata_homolog_ensembl_gene	Gilthead seabream gene stable ID	homologs
1203	saurata_homolog_associated_gene_name	Gilthead seabream gene name	homologs
1204	saurata_homolog_ensembl_peptide	Gilthead seabream protein or transcript stable ID	homologs
1205	saurata_homolog_chromosome	Gilthead seabream chromosome/scaffold name	homologs
1206	saurata_homolog_chrom_start	Gilthead seabream chromosome/scaffold start (bp)	homologs
1207	saurata_homolog_chrom_end	Gilthead seabream chromosome/scaffold end (bp)	homologs
1208	saurata_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1209	saurata_homolog_subtype	Last common ancestor with Gilthead seabream	homologs
1210	saurata_homolog_orthology_type	Gilthead seabream homology type	homologs
1211	saurata_homolog_perc_id	%id. target Gilthead seabream gene identical to query gene	homologs
1212	saurata_homolog_perc_id_r1	%id. query gene identical to target Gilthead seabream gene	homologs
1213	saurata_homolog_goc_score	Gilthead seabream Gene-order conservation score	homologs
1214	saurata_homolog_orthology_confidence	Gilthead seabream orthology confidence [0 low, 1 high]	homologs
1215	chircus_homolog_ensembl_gene	Goat gene stable ID	homologs
1216	chircus_homolog_associated_gene_name	Goat gene name	homologs
1217	chircus_homolog_ensembl_peptide	Goat protein or transcript stable ID	homologs
1218	chircus_homolog_chromosome	Goat chromosome/scaffold name	homologs
1219	chircus_homolog_chrom_start	Goat chromosome/scaffold start (bp)	homologs
1220	chircus_homolog_chrom_end	Goat chromosome/scaffold end (bp)	homologs
1221	chircus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1222	chircus_homolog_subtype	Last common ancestor with Goat	homologs
1223	chircus_homolog_orthology_type	Goat homology type	homologs
1224	chircus_homolog_perc_id	%id. target Goat gene identical to query gene	homologs
1225	chircus_homolog_perc_id_r1	%id. query gene identical to target Goat gene	homologs
1226	chircus_homolog_goc_score	Goat Gene-order conservation score	homologs
1227	chircus_homolog_wga_coverage	Goat Whole-genome alignment coverage	homologs
1228	chircus_homolog_orthology_confidence	Goat orthology confidence [0 low, 1 high]	homologs
1229	mauratus_homolog_ensembl_gene	Golden Hamster gene stable ID	homologs
1230	mauratus_homolog_associated_gene_name	Golden Hamster gene name	homologs
1231	mauratus_homolog_ensembl_peptide	Golden Hamster protein or transcript stable ID	homologs
1232	mauratus_homolog_chromosome	Golden Hamster chromosome/scaffold name	homologs
1233	mauratus_homolog_chrom_start	Golden Hamster chromosome/scaffold start (bp)	homologs
1234	mauratus_homolog_chrom_end	Golden Hamster chromosome/scaffold end (bp)	homologs
1235	mauratus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1236	mauratus_homolog_subtype	Last common ancestor with Golden Hamster	homologs
1237	mauratus_homolog_orthology_type	Golden Hamster homology type	homologs
1238	mauratus_homolog_perc_id	%id. target Golden Hamster gene identical to query gene	homologs
1239	mauratus_homolog_perc_id_r1	%id. query gene identical to target Golden Hamster gene	homologs
1240	mauratus_homolog_goc_score	Golden Hamster Gene-order conservation score	homologs
1241	mauratus_homolog_orthology_confidence	Golden Hamster orthology confidence [0 low, 1 high]	homologs
1242	acchrysaetos_homolog_ensembl_gene	Golden eagle gene stable ID	homologs
1243	acchrysaetos_homolog_associated_gene_name	Golden eagle gene name	homologs
1244	acchrysaetos_homolog_ensembl_peptide	Golden eagle protein or transcript stable ID	homologs
1245	acchrysaetos_homolog_chromosome	Golden eagle chromosome/scaffold name	homologs
1246	acchrysaetos_homolog_chrom_start	Golden eagle chromosome/scaffold start (bp)	homologs
1247	acchrysaetos_homolog_chrom_end	Golden eagle chromosome/scaffold end (bp)	homologs
1248	acchrysaetos_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1249	acchrysaetos_homolog_subtype	Last common ancestor with Golden eagle	homologs
1250	acchrysaetos_homolog_orthology_type	Golden eagle homology type	homologs
1251	acchrysaetos_homolog_perc_id	%id. target Golden eagle gene identical to query gene	homologs
1252	acchrysaetos_homolog_perc_id_r1	%id. query gene identical to target Golden eagle gene	homologs
1253	acchrysaetos_homolog_goc_score	Golden eagle Gene-order conservation score	homologs
1254	acchrysaetos_homolog_orthology_confidence	Golden eagle orthology confidence [0 low, 1 high]	homologs
1255	rroxellana_homolog_ensembl_gene	Golden snub-nosed monkey gene stable ID	homologs
1256	rroxellana_homolog_associated_gene_name	Golden snub-nosed monkey gene name	homologs
1257	rroxellana_homolog_ensembl_peptide	Golden snub-nosed monkey protein or transcript stable ID	homologs
1258	rroxellana_homolog_chromosome	Golden snub-nosed monkey chromosome/scaffold name	homologs
1259	rroxellana_homolog_chrom_start	Golden snub-nosed monkey chromosome/scaffold start (bp)	homologs
1260	rroxellana_homolog_chrom_end	Golden snub-nosed monkey chromosome/scaffold end (bp)	homologs
1261	rroxellana_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1262	rroxellana_homolog_subtype	Last common ancestor with Golden snub-nosed monkey	homologs
1263	rroxellana_homolog_orthology_type	Golden snub-nosed monkey homology type	homologs
1264	rroxellana_homolog_perc_id	%id. target Golden snub-nosed monkey gene identical to query gene	homologs
1265	rroxellana_homolog_perc_id_r1	%id. query gene identical to target Golden snub-nosed monkey gene	homologs
1266	rroxellana_homolog_goc_score	Golden snub-nosed monkey Gene-order conservation score	homologs
1267	rroxellana_homolog_orthology_confidence	Golden snub-nosed monkey orthology confidence [0 low, 1 high]	homologs
1268	sgrahami_homolog_ensembl_gene	Golden-line barbel gene stable ID	homologs
1269	sgrahami_homolog_associated_gene_name	Golden-line barbel gene name	homologs
1270	sgrahami_homolog_ensembl_peptide	Golden-line barbel protein or transcript stable ID	homologs
1271	sgrahami_homolog_chromosome	Golden-line barbel chromosome/scaffold name	homologs
1272	sgrahami_homolog_chrom_start	Golden-line barbel chromosome/scaffold start (bp)	homologs
1273	sgrahami_homolog_chrom_end	Golden-line barbel chromosome/scaffold end (bp)	homologs
1274	sgrahami_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1275	sgrahami_homolog_subtype	Last common ancestor with Golden-line barbel	homologs
1276	sgrahami_homolog_orthology_type	Golden-line barbel homology type	homologs
1277	sgrahami_homolog_perc_id	%id. target Golden-line barbel gene identical to query gene	homologs
1278	sgrahami_homolog_perc_id_r1	%id. query gene identical to target Golden-line barbel gene	homologs
1279	sgrahami_homolog_goc_score	Golden-line barbel Gene-order conservation score	homologs
1280	sgrahami_homolog_orthology_confidence	Golden-line barbel orthology confidence [0 low, 1 high]	homologs
1281	cauratus_homolog_ensembl_gene	Goldfish gene stable ID	homologs
1282	cauratus_homolog_associated_gene_name	Goldfish gene name	homologs
1283	cauratus_homolog_ensembl_peptide	Goldfish protein or transcript stable ID	homologs
1284	cauratus_homolog_chromosome	Goldfish chromosome/scaffold name	homologs
1285	cauratus_homolog_chrom_start	Goldfish chromosome/scaffold start (bp)	homologs
1286	cauratus_homolog_chrom_end	Goldfish chromosome/scaffold end (bp)	homologs
1287	cauratus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1288	cauratus_homolog_subtype	Last common ancestor with Goldfish	homologs
1289	cauratus_homolog_orthology_type	Goldfish homology type	homologs
1290	cauratus_homolog_perc_id	%id. target Goldfish gene identical to query gene	homologs
1291	cauratus_homolog_perc_id_r1	%id. query gene identical to target Goldfish gene	homologs
1292	cauratus_homolog_goc_score	Goldfish Gene-order conservation score	homologs
1293	cauratus_homolog_orthology_confidence	Goldfish orthology confidence [0 low, 1 high]	homologs
1294	gevgoodei_homolog_ensembl_gene	Goodes thornscrub tortoise gene stable ID	homologs
1295	gevgoodei_homolog_associated_gene_name	Goodes thornscrub tortoise gene name	homologs
1296	gevgoodei_homolog_ensembl_peptide	Goodes thornscrub tortoise protein or transcript stable ID	homologs
